,parents,has_nurs,form,children,housing,social,health,class
2698,usual,0,complete,1,1,1,priority,3
2699,usual,0,complete,1,1,1,not_recom,0
2700,usual,0,complete,2,0,0,recommended,1
2701,usual,0,complete,2,0,0,priority,1
2702,usual,0,complete,2,0,0,not_recom,0
2703,usual,0,complete,2,0,2,recommended,1
2704,usual,0,complete,2,0,2,priority,1
2705,usual,0,complete,2,0,2,not_recom,0
2706,usual,0,complete,2,0,1,recommended,1
2707,usual,0,complete,2,0,1,priority,1
2708,usual,0,complete,2,0,1,not_recom,0
2709,usual,0,complete,2,0,0,recommended,1
2710,usual,0,complete,2,0,0,priority,3
2711,usual,0,complete,2,0,0,not_recom,0
2712,usual,0,complete,2,0,2,recommended,1
2713,usual,0,complete,2,0,2,priority,3
2714,usual,0,complete,2,0,2,not_recom,0
2715,usual,0,complete,2,0,1,recommended,3
2716,usual,0,complete,2,0,1,priority,3
2717,usual,0,complete,2,0,1,not_recom,0
2718,usual,0,complete,2,2,0,recommended,1
2719,usual,0,complete,2,2,0,priority,3
2720,usual,0,complete,2,2,0,not_recom,0
2721,usual,0,complete,2,2,2,recommended,1
2722,usual,0,complete,2,2,2,priority,3
2723,usual,0,complete,2,2,2,not_recom,0
2724,usual,0,complete,2,2,1,recommended,3
2725,usual,0,complete,2,2,1,priority,3
2726,usual,0,complete,2,2,1,not_recom,0
2727,usual,0,complete,2,2,0,recommended,1
2728,usual,0,complete,2,2,0,priority,3
2729,usual,0,complete,2,2,0,not_recom,0
2730,usual,0,complete,2,2,2,recommended,1
2731,usual,0,complete,2,2,2,priority,3
2732,usual,0,complete,2,2,2,not_recom,0
2733,usual,0,complete,2,2,1,recommended,3
2734,usual,0,complete,2,2,1,priority,3
2735,usual,0,complete,2,2,1,not_recom,0
2736,usual,0,complete,2,1,0,recommended,1
2737,usual,0,complete,2,1,0,priority,3
2738,usual,0,complete,2,1,0,not_recom,0
2739,usual,0,complete,2,1,2,recommended,1
2740,usual,0,complete,2,1,2,priority,3
2741,usual,0,complete,2,1,2,not_recom,0
2742,usual,0,complete,2,1,1,recommended,3
2743,usual,0,complete,2,1,1,priority,3
2744,usual,0,complete,2,1,1,not_recom,0
2745,usual,0,complete,2,1,0,recommended,1
2746,usual,0,complete,2,1,0,priority,3
2747,usual,0,complete,2,1,0,not_recom,0
2748,usual,0,complete,2,1,2,recommended,1
2749,usual,0,complete,2,1,2,priority,3
2750,usual,0,complete,2,1,2,not_recom,0
2751,usual,0,complete,2,1,1,recommended,3
2752,usual,0,complete,2,1,1,priority,3
2753,usual,0,complete,2,1,1,not_recom,0
2754,usual,0,complete,3,0,0,recommended,1
2755,usual,0,complete,3,0,0,priority,1
2756,usual,0,complete,3,0,0,not_recom,0
2757,usual,0,complete,3,0,2,recommended,1
2758,usual,0,complete,3,0,2,priority,1
2759,usual,0,complete,3,0,2,not_recom,0
2760,usual,0,complete,3,0,1,recommended,1
2761,usual,0,complete,3,0,1,priority,1
2762,usual,0,complete,3,0,1,not_recom,0
2763,usual,0,complete,3,0,0,recommended,1
2764,usual,0,complete,3,0,0,priority,3
2765,usual,0,complete,3,0,0,not_recom,0
2766,usual,0,complete,3,0,2,recommended,1
2767,usual,0,complete,3,0,2,priority,3
2768,usual,0,complete,3,0,2,not_recom,0
2769,usual,0,complete,3,0,1,recommended,3
2770,usual,0,complete,3,0,1,priority,3
2771,usual,0,complete,3,0,1,not_recom,0
2772,usual,0,complete,3,2,0,recommended,1
2773,usual,0,complete,3,2,0,priority,3
2774,usual,0,complete,3,2,0,not_recom,0
2775,usual,0,complete,3,2,2,recommended,1
2776,usual,0,complete,3,2,2,priority,3
2777,usual,0,complete,3,2,2,not_recom,0
2778,usual,0,complete,3,2,1,recommended,3
2779,usual,0,complete,3,2,1,priority,3
2780,usual,0,complete,3,2,1,not_recom,0
2781,usual,0,complete,3,2,0,recommended,1
2782,usual,0,complete,3,2,0,priority,3
2783,usual,0,complete,3,2,0,not_recom,0
2784,usual,0,complete,3,2,2,recommended,1
2785,usual,0,complete,3,2,2,priority,3
2786,usual,0,complete,3,2,2,not_recom,0
2787,usual,0,complete,3,2,1,recommended,3
2788,usual,0,complete,3,2,1,priority,3
2789,usual,0,complete,3,2,1,not_recom,0
2790,usual,0,complete,3,1,0,recommended,1
2791,usual,0,complete,3,1,0,priority,3
2792,usual,0,complete,3,1,0,not_recom,0
2793,usual,0,complete,3,1,2,recommended,1
2794,usual,0,complete,3,1,2,priority,3
2795,usual,0,complete,3,1,2,not_recom,0
2796,usual,0,complete,3,1,1,recommended,3
2797,usual,0,complete,3,1,1,priority,3
2798,usual,0,complete,3,1,1,not_recom,0
2799,usual,0,complete,3,1,0,recommended,1
2800,usual,0,complete,3,1,0,priority,3
2801,usual,0,complete,3,1,0,not_recom,0
2802,usual,0,complete,3,1,2,recommended,1
2803,usual,0,complete,3,1,2,priority,3
2804,usual,0,complete,3,1,2,not_recom,0
2805,usual,0,complete,3,1,1,recommended,3
2806,usual,0,complete,3,1,1,priority,3
2807,usual,0,complete,3,1,1,not_recom,0
2808,usual,0,completed,0,0,0,recommended,1
2809,usual,0,completed,0,0,0,priority,1
2810,usual,0,completed,0,0,0,not_recom,0
2811,usual,0,completed,0,0,2,recommended,1
2812,usual,0,completed,0,0,2,priority,1
2813,usual,0,completed,0,0,2,not_recom,0
2814,usual,0,completed,0,0,1,recommended,1
2815,usual,0,completed,0,0,1,priority,1
2816,usual,0,completed,0,0,1,not_recom,0
2817,usual,0,completed,0,0,0,recommended,1
2818,usual,0,completed,0,0,0,priority,1
2819,usual,0,completed,0,0,0,not_recom,0
2820,usual,0,completed,0,0,2,recommended,1
2821,usual,0,completed,0,0,2,priority,1
2822,usual,0,completed,0,0,2,not_recom,0
2823,usual,0,completed,0,0,1,recommended,1
2824,usual,0,completed,0,0,1,priority,1
2825,usual,0,completed,0,0,1,not_recom,0
2826,usual,0,completed,0,2,0,recommended,1
2827,usual,0,completed,0,2,0,priority,1
2828,usual,0,completed,0,2,0,not_recom,0
2829,usual,0,completed,0,2,2,recommended,1
2830,usual,0,completed,0,2,2,priority,1
2831,usual,0,completed,0,2,2,not_recom,0
2832,usual,0,completed,0,2,1,recommended,1
2833,usual,0,completed,0,2,1,priority,1
2834,usual,0,completed,0,2,1,not_recom,0
2835,usual,0,completed,0,2,0,recommended,1
2836,usual,0,completed,0,2,0,priority,1
2837,usual,0,completed,0,2,0,not_recom,0
2838,usual,0,completed,0,2,2,recommended,1
2839,usual,0,completed,0,2,2,priority,1
2840,usual,0,completed,0,2,2,not_recom,0
2841,usual,0,completed,0,2,1,recommended,1
2842,usual,0,completed,0,2,1,priority,1
2843,usual,0,completed,0,2,1,not_recom,0
2844,usual,0,completed,0,1,0,recommended,1
2845,usual,0,completed,0,1,0,priority,3
2846,usual,0,completed,0,1,0,not_recom,0
2847,usual,0,completed,0,1,2,recommended,1
2848,usual,0,completed,0,1,2,priority,3
2849,usual,0,completed,0,1,2,not_recom,0
2850,usual,0,completed,0,1,1,recommended,3
2851,usual,0,completed,0,1,1,priority,3
2852,usual,0,completed,0,1,1,not_recom,0
2853,usual,0,completed,0,1,0,recommended,1
2854,usual,0,completed,0,1,0,priority,3
2855,usual,0,completed,0,1,0,not_recom,0
2856,usual,0,completed,0,1,2,recommended,1
2857,usual,0,completed,0,1,2,priority,3
2858,usual,0,completed,0,1,2,not_recom,0
2859,usual,0,completed,0,1,1,recommended,3
2860,usual,0,completed,0,1,1,priority,3
2861,usual,0,completed,0,1,1,not_recom,0
2862,usual,0,completed,1,0,0,recommended,1
2863,usual,0,completed,1,0,0,priority,1
2864,usual,0,completed,1,0,0,not_recom,0
2865,usual,0,completed,1,0,2,recommended,1
2866,usual,0,completed,1,0,2,priority,1
2867,usual,0,completed,1,0,2,not_recom,0
2868,usual,0,completed,1,0,1,recommended,1
2869,usual,0,completed,1,0,1,priority,1
2870,usual,0,completed,1,0,1,not_recom,0
2871,usual,0,completed,1,0,0,recommended,1
2872,usual,0,completed,1,0,0,priority,1
2873,usual,0,completed,1,0,0,not_recom,0
2874,usual,0,completed,1,0,2,recommended,1
2875,usual,0,completed,1,0,2,priority,1
2876,usual,0,completed,1,0,2,not_recom,0
2877,usual,0,completed,1,0,1,recommended,1
2878,usual,0,completed,1,0,1,priority,1
2879,usual,0,completed,1,0,1,not_recom,0
2880,usual,0,completed,1,2,0,recommended,1
2881,usual,0,completed,1,2,0,priority,1
2882,usual,0,completed,1,2,0,not_recom,0
2883,usual,0,completed,1,2,2,recommended,1
2884,usual,0,completed,1,2,2,priority,1
2885,usual,0,completed,1,2,2,not_recom,0
2886,usual,0,completed,1,2,1,recommended,1
2887,usual,0,completed,1,2,1,priority,1
2888,usual,0,completed,1,2,1,not_recom,0
2889,usual,0,completed,1,2,0,recommended,1
2890,usual,0,completed,1,2,0,priority,1
2891,usual,0,completed,1,2,0,not_recom,0
2892,usual,0,completed,1,2,2,recommended,1
2893,usual,0,completed,1,2,2,priority,1
2894,usual,0,completed,1,2,2,not_recom,0
2895,usual,0,completed,1,2,1,recommended,1
2896,usual,0,completed,1,2,1,priority,1
2897,usual,0,completed,1,2,1,not_recom,0
2898,usual,0,completed,1,1,0,recommended,1
2899,usual,0,completed,1,1,0,priority,3
2900,usual,0,completed,1,1,0,not_recom,0
2901,usual,0,completed,1,1,2,recommended,1
2902,usual,0,completed,1,1,2,priority,3
2903,usual,0,completed,1,1,2,not_recom,0
2904,usual,0,completed,1,1,1,recommended,3
2905,usual,0,completed,1,1,1,priority,3
2906,usual,0,completed,1,1,1,not_recom,0
2907,usual,0,completed,1,1,0,recommended,1
2908,usual,0,completed,1,1,0,priority,3
2909,usual,0,completed,1,1,0,not_recom,0
2910,usual,0,completed,1,1,2,recommended,1
2911,usual,0,completed,1,1,2,priority,3
2912,usual,0,completed,1,1,2,not_recom,0
2913,usual,0,completed,1,1,1,recommended,3
2914,usual,0,completed,1,1,1,priority,3
2915,usual,0,completed,1,1,1,not_recom,0
2916,usual,0,completed,2,0,0,recommended,1
2917,usual,0,completed,2,0,0,priority,1
2918,usual,0,completed,2,0,0,not_recom,0
2919,usual,0,completed,2,0,2,recommended,1
2920,usual,0,completed,2,0,2,priority,1
2921,usual,0,completed,2,0,2,not_recom,0
2922,usual,0,completed,2,0,1,recommended,1
2923,usual,0,completed,2,0,1,priority,1
2924,usual,0,completed,2,0,1,not_recom,0
2925,usual,0,completed,2,0,0,recommended,1
2926,usual,0,completed,2,0,0,priority,3
2927,usual,0,completed,2,0,0,not_recom,0
2928,usual,0,completed,2,0,2,recommended,1
2929,usual,0,completed,2,0,2,priority,3
2930,usual,0,completed,2,0,2,not_recom,0
2931,usual,0,completed,2,0,1,recommended,3
2932,usual,0,completed,2,0,1,priority,3
2933,usual,0,completed,2,0,1,not_recom,0
2934,usual,0,completed,2,2,0,recommended,1
2935,usual,0,completed,2,2,0,priority,3
2936,usual,0,completed,2,2,0,not_recom,0
2937,usual,0,completed,2,2,2,recommended,1
2938,usual,0,completed,2,2,2,priority,3
2939,usual,0,completed,2,2,2,not_recom,0
2940,usual,0,completed,2,2,1,recommended,3
2941,usual,0,completed,2,2,1,priority,3
2942,usual,0,completed,2,2,1,not_recom,0
2943,usual,0,completed,2,2,0,recommended,1
2944,usual,0,completed,2,2,0,priority,3
2945,usual,0,completed,2,2,0,not_recom,0
2946,usual,0,completed,2,2,2,recommended,1
2947,usual,0,completed,2,2,2,priority,3
2948,usual,0,completed,2,2,2,not_recom,0
2949,usual,0,completed,2,2,1,recommended,3
2950,usual,0,completed,2,2,1,priority,3
2951,usual,0,completed,2,2,1,not_recom,0
2952,usual,0,completed,2,1,0,recommended,1
2953,usual,0,completed,2,1,0,priority,3
2954,usual,0,completed,2,1,0,not_recom,0
2955,usual,0,completed,2,1,2,recommended,1
2956,usual,0,completed,2,1,2,priority,3
2957,usual,0,completed,2,1,2,not_recom,0
2958,usual,0,completed,2,1,1,recommended,3
2959,usual,0,completed,2,1,1,priority,3
2960,usual,0,completed,2,1,1,not_recom,0
2961,usual,0,completed,2,1,0,recommended,1
2962,usual,0,completed,2,1,0,priority,3
2963,usual,0,completed,2,1,0,not_recom,0
2964,usual,0,completed,2,1,2,recommended,1
2965,usual,0,completed,2,1,2,priority,3
2966,usual,0,completed,2,1,2,not_recom,0
2967,usual,0,completed,2,1,1,recommended,3
2968,usual,0,completed,2,1,1,priority,3
2969,usual,0,completed,2,1,1,not_recom,0
2970,usual,0,completed,3,0,0,recommended,1
2971,usual,0,completed,3,0,0,priority,1
2972,usual,0,completed,3,0,0,not_recom,0
2973,usual,0,completed,3,0,2,recommended,1
2974,usual,0,completed,3,0,2,priority,1
2975,usual,0,completed,3,0,2,not_recom,0
2976,usual,0,completed,3,0,1,recommended,1
2977,usual,0,completed,3,0,1,priority,1
2978,usual,0,completed,3,0,1,not_recom,0
2979,usual,0,completed,3,0,0,recommended,1
2980,usual,0,completed,3,0,0,priority,3
2981,usual,0,completed,3,0,0,not_recom,0
2982,usual,0,completed,3,0,2,recommended,1
2983,usual,0,completed,3,0,2,priority,3
2984,usual,0,completed,3,0,2,not_recom,0
2985,usual,0,completed,3,0,1,recommended,3
2986,usual,0,completed,3,0,1,priority,3
2987,usual,0,completed,3,0,1,not_recom,0
2988,usual,0,completed,3,2,0,recommended,1
2989,usual,0,completed,3,2,0,priority,3
2990,usual,0,completed,3,2,0,not_recom,0
2991,usual,0,completed,3,2,2,recommended,1
2992,usual,0,completed,3,2,2,priority,3
2993,usual,0,completed,3,2,2,not_recom,0
2994,usual,0,completed,3,2,1,recommended,3
2995,usual,0,completed,3,2,1,priority,3
2996,usual,0,completed,3,2,1,not_recom,0
2997,usual,0,completed,3,2,0,recommended,1
2998,usual,0,completed,3,2,0,priority,3
2999,usual,0,completed,3,2,0,not_recom,0
3000,usual,0,completed,3,2,2,recommended,1
3001,usual,0,completed,3,2,2,priority,3
3002,usual,0,completed,3,2,2,not_recom,0
3003,usual,0,completed,3,2,1,recommended,3
3004,usual,0,completed,3,2,1,priority,3
3005,usual,0,completed,3,2,1,not_recom,0
3006,usual,0,completed,3,1,0,recommended,1
3007,usual,0,completed,3,1,0,priority,3
3008,usual,0,completed,3,1,0,not_recom,0
3009,usual,0,completed,3,1,2,recommended,1
3010,usual,0,completed,3,1,2,priority,3
3011,usual,0,completed,3,1,2,not_recom,0
3012,usual,0,completed,3,1,1,recommended,3
3013,usual,0,completed,3,1,1,priority,3
3014,usual,0,completed,3,1,1,not_recom,0
3015,usual,0,completed,3,1,0,recommended,1
3016,usual,0,completed,3,1,0,priority,3
3017,usual,0,completed,3,1,0,not_recom,0
3018,usual,0,completed,3,1,2,recommended,1
3019,usual,0,completed,3,1,2,priority,3
3020,usual,0,completed,3,1,2,not_recom,0
3021,usual,0,completed,3,1,1,recommended,3
3022,usual,0,completed,3,1,1,priority,3
3023,usual,0,completed,3,1,1,not_recom,0
3024,usual,0,incomplete,0,0,0,recommended,1
3025,usual,0,incomplete,0,0,0,priority,1
3026,usual,0,incomplete,0,0,0,not_recom,0
3027,usual,0,incomplete,0,0,2,recommended,1
3028,usual,0,incomplete,0,0,2,priority,1
3029,usual,0,incomplete,0,0,2,not_recom,0
3030,usual,0,incomplete,0,0,1,recommended,1
3031,usual,0,incomplete,0,0,1,priority,1
3032,usual,0,incomplete,0,0,1,not_recom,0
3033,usual,0,incomplete,0,0,0,recommended,1
3034,usual,0,incomplete,0,0,0,priority,1
3035,usual,0,incomplete,0,0,0,not_recom,0
3036,usual,0,incomplete,0,0,2,recommended,1
3037,usual,0,incomplete,0,0,2,priority,1
3038,usual,0,incomplete,0,0,2,not_recom,0
3039,usual,0,incomplete,0,0,1,recommended,1
3040,usual,0,incomplete,0,0,1,priority,1
3041,usual,0,incomplete,0,0,1,not_recom,0
3042,usual,0,incomplete,0,2,0,recommended,1
3043,usual,0,incomplete,0,2,0,priority,1
3044,usual,0,incomplete,0,2,0,not_recom,0
3045,usual,0,incomplete,0,2,2,recommended,1
3046,usual,0,incomplete,0,2,2,priority,1
3047,usual,0,incomplete,0,2,2,not_recom,0
3048,usual,0,incomplete,0,2,1,recommended,1
3049,usual,0,incomplete,0,2,1,priority,1
3050,usual,0,incomplete,0,2,1,not_recom,0
3051,usual,0,incomplete,0,2,0,recommended,1
3052,usual,0,incomplete,0,2,0,priority,1
3053,usual,0,incomplete,0,2,0,not_recom,0
3054,usual,0,incomplete,0,2,2,recommended,1
3055,usual,0,incomplete,0,2,2,priority,1
3056,usual,0,incomplete,0,2,2,not_recom,0
3057,usual,0,incomplete,0,2,1,recommended,1
3058,usual,0,incomplete,0,2,1,priority,1
3059,usual,0,incomplete,0,2,1,not_recom,0
3060,usual,0,incomplete,0,1,0,recommended,1
3061,usual,0,incomplete,0,1,0,priority,3
3062,usual,0,incomplete,0,1,0,not_recom,0
3063,usual,0,incomplete,0,1,2,recommended,1
3064,usual,0,incomplete,0,1,2,priority,3
3065,usual,0,incomplete,0,1,2,not_recom,0
3066,usual,0,incomplete,0,1,1,recommended,3
3067,usual,0,incomplete,0,1,1,priority,3
3068,usual,0,incomplete,0,1,1,not_recom,0
3069,usual,0,incomplete,0,1,0,recommended,1
3070,usual,0,incomplete,0,1,0,priority,3
3071,usual,0,incomplete,0,1,0,not_recom,0
3072,usual,0,incomplete,0,1,2,recommended,1
3073,usual,0,incomplete,0,1,2,priority,3
3074,usual,0,incomplete,0,1,2,not_recom,0
3075,usual,0,incomplete,0,1,1,recommended,3
3076,usual,0,incomplete,0,1,1,priority,3
3077,usual,0,incomplete,0,1,1,not_recom,0
3078,usual,0,incomplete,1,0,0,recommended,1
3079,usual,0,incomplete,1,0,0,priority,1
3080,usual,0,incomplete,1,0,0,not_recom,0
3081,usual,0,incomplete,1,0,2,recommended,1
3082,usual,0,incomplete,1,0,2,priority,1
3083,usual,0,incomplete,1,0,2,not_recom,0
3084,usual,0,incomplete,1,0,1,recommended,1
3085,usual,0,incomplete,1,0,1,priority,1
3086,usual,0,incomplete,1,0,1,not_recom,0
3087,usual,0,incomplete,1,0,0,recommended,1
3088,usual,0,incomplete,1,0,0,priority,3
3089,usual,0,incomplete,1,0,0,not_recom,0
3090,usual,0,incomplete,1,0,2,recommended,1
3091,usual,0,incomplete,1,0,2,priority,3
3092,usual,0,incomplete,1,0,2,not_recom,0
3093,usual,0,incomplete,1,0,1,recommended,3
3094,usual,0,incomplete,1,0,1,priority,3
3095,usual,0,incomplete,1,0,1,not_recom,0
3096,usual,0,incomplete,1,2,0,recommended,1
3097,usual,0,incomplete,1,2,0,priority,3
3098,usual,0,incomplete,1,2,0,not_recom,0
3099,usual,0,incomplete,1,2,2,recommended,1
3100,usual,0,incomplete,1,2,2,priority,3
3101,usual,0,incomplete,1,2,2,not_recom,0
3102,usual,0,incomplete,1,2,1,recommended,3
3103,usual,0,incomplete,1,2,1,priority,3
3104,usual,0,incomplete,1,2,1,not_recom,0
3105,usual,0,incomplete,1,2,0,recommended,1
3106,usual,0,incomplete,1,2,0,priority,3
3107,usual,0,incomplete,1,2,0,not_recom,0
3108,usual,0,incomplete,1,2,2,recommended,1
3109,usual,0,incomplete,1,2,2,priority,3
3110,usual,0,incomplete,1,2,2,not_recom,0
3111,usual,0,incomplete,1,2,1,recommended,3
3112,usual,0,incomplete,1,2,1,priority,3
3113,usual,0,incomplete,1,2,1,not_recom,0
3114,usual,0,incomplete,1,1,0,recommended,1
3115,usual,0,incomplete,1,1,0,priority,3
3116,usual,0,incomplete,1,1,0,not_recom,0
3117,usual,0,incomplete,1,1,2,recommended,1
3118,usual,0,incomplete,1,1,2,priority,3
3119,usual,0,incomplete,1,1,2,not_recom,0
3120,usual,0,incomplete,1,1,1,recommended,3
3121,usual,0,incomplete,1,1,1,priority,3
3122,usual,0,incomplete,1,1,1,not_recom,0
3123,usual,0,incomplete,1,1,0,recommended,1
3124,usual,0,incomplete,1,1,0,priority,3
3125,usual,0,incomplete,1,1,0,not_recom,0
3126,usual,0,incomplete,1,1,2,recommended,1
3127,usual,0,incomplete,1,1,2,priority,3
3128,usual,0,incomplete,1,1,2,not_recom,0
3129,usual,0,incomplete,1,1,1,recommended,3
3130,usual,0,incomplete,1,1,1,priority,3
3131,usual,0,incomplete,1,1,1,not_recom,0
3132,usual,0,incomplete,2,0,0,recommended,1
3133,usual,0,incomplete,2,0,0,priority,1
3134,usual,0,incomplete,2,0,0,not_recom,0
3135,usual,0,incomplete,2,0,2,recommended,1
3136,usual,0,incomplete,2,0,2,priority,1
3137,usual,0,incomplete,2,0,2,not_recom,0
3138,usual,0,incomplete,2,0,1,recommended,1
3139,usual,0,incomplete,2,0,1,priority,1
3140,usual,0,incomplete,2,0,1,not_recom,0
3141,usual,0,incomplete,2,0,0,recommended,1
3142,usual,0,incomplete,2,0,0,priority,3
3143,usual,0,incomplete,2,0,0,not_recom,0
3144,usual,0,incomplete,2,0,2,recommended,1
3145,usual,0,incomplete,2,0,2,priority,3
3146,usual,0,incomplete,2,0,2,not_recom,0
3147,usual,0,incomplete,2,0,1,recommended,3
3148,usual,0,incomplete,2,0,1,priority,3
3149,usual,0,incomplete,2,0,1,not_recom,0
3150,usual,0,incomplete,2,2,0,recommended,1
3151,usual,0,incomplete,2,2,0,priority,3
3152,usual,0,incomplete,2,2,0,not_recom,0
3153,usual,0,incomplete,2,2,2,recommended,1
3154,usual,0,incomplete,2,2,2,priority,3
3155,usual,0,incomplete,2,2,2,not_recom,0
3156,usual,0,incomplete,2,2,1,recommended,3
3157,usual,0,incomplete,2,2,1,priority,3
3158,usual,0,incomplete,2,2,1,not_recom,0
3159,usual,0,incomplete,2,2,0,recommended,1
3160,usual,0,incomplete,2,2,0,priority,3
3161,usual,0,incomplete,2,2,0,not_recom,0
3162,usual,0,incomplete,2,2,2,recommended,1
3163,usual,0,incomplete,2,2,2,priority,3
3164,usual,0,incomplete,2,2,2,not_recom,0
3165,usual,0,incomplete,2,2,1,recommended,3
3166,usual,0,incomplete,2,2,1,priority,3
3167,usual,0,incomplete,2,2,1,not_recom,0
3168,usual,0,incomplete,2,1,0,recommended,1
3169,usual,0,incomplete,2,1,0,priority,3
3170,usual,0,incomplete,2,1,0,not_recom,0
3171,usual,0,incomplete,2,1,2,recommended,1
3172,usual,0,incomplete,2,1,2,priority,3
3173,usual,0,incomplete,2,1,2,not_recom,0
3174,usual,0,incomplete,2,1,1,recommended,3
3175,usual,0,incomplete,2,1,1,priority,3
3176,usual,0,incomplete,2,1,1,not_recom,0
3177,usual,0,incomplete,2,1,0,recommended,1
3178,usual,0,incomplete,2,1,0,priority,3
3179,usual,0,incomplete,2,1,0,not_recom,0
3180,usual,0,incomplete,2,1,2,recommended,1
3181,usual,0,incomplete,2,1,2,priority,3
3182,usual,0,incomplete,2,1,2,not_recom,0
3183,usual,0,incomplete,2,1,1,recommended,3
3184,usual,0,incomplete,2,1,1,priority,3
3185,usual,0,incomplete,2,1,1,not_recom,0
3186,usual,0,incomplete,3,0,0,recommended,1
3187,usual,0,incomplete,3,0,0,priority,1
3188,usual,0,incomplete,3,0,0,not_recom,0
3189,usual,0,incomplete,3,0,2,recommended,1
3190,usual,0,incomplete,3,0,2,priority,1
3191,usual,0,incomplete,3,0,2,not_recom,0
3192,usual,0,incomplete,3,0,1,recommended,1
3193,usual,0,incomplete,3,0,1,priority,1
3194,usual,0,incomplete,3,0,1,not_recom,0
3195,usual,0,incomplete,3,0,0,recommended,1
3196,usual,0,incomplete,3,0,0,priority,3
3197,usual,0,incomplete,3,0,0,not_recom,0
3198,usual,0,incomplete,3,0,2,recommended,1
3199,usual,0,incomplete,3,0,2,priority,3
3200,usual,0,incomplete,3,0,2,not_recom,0
3201,usual,0,incomplete,3,0,1,recommended,3
3202,usual,0,incomplete,3,0,1,priority,3
3203,usual,0,incomplete,3,0,1,not_recom,0
3204,usual,0,incomplete,3,2,0,recommended,1
3205,usual,0,incomplete,3,2,0,priority,3
3206,usual,0,incomplete,3,2,0,not_recom,0
3207,usual,0,incomplete,3,2,2,recommended,1
3208,usual,0,incomplete,3,2,2,priority,3
3209,usual,0,incomplete,3,2,2,not_recom,0
3210,usual,0,incomplete,3,2,1,recommended,3
3211,usual,0,incomplete,3,2,1,priority,3
3212,usual,0,incomplete,3,2,1,not_recom,0
3213,usual,0,incomplete,3,2,0,recommended,1
3214,usual,0,incomplete,3,2,0,priority,3
3215,usual,0,incomplete,3,2,0,not_recom,0
3216,usual,0,incomplete,3,2,2,recommended,1
3217,usual,0,incomplete,3,2,2,priority,3
3218,usual,0,incomplete,3,2,2,not_recom,0
3219,usual,0,incomplete,3,2,1,recommended,3
3220,usual,0,incomplete,3,2,1,priority,3
3221,usual,0,incomplete,3,2,1,not_recom,0
3222,usual,0,incomplete,3,1,0,recommended,1
3223,usual,0,incomplete,3,1,0,priority,3
3224,usual,0,incomplete,3,1,0,not_recom,0
3225,usual,0,incomplete,3,1,2,recommended,1
3226,usual,0,incomplete,3,1,2,priority,3
3227,usual,0,incomplete,3,1,2,not_recom,0
3228,usual,0,incomplete,3,1,1,recommended,3
3229,usual,0,incomplete,3,1,1,priority,3
3230,usual,0,incomplete,3,1,1,not_recom,0
3231,usual,0,incomplete,3,1,0,recommended,1
3232,usual,0,incomplete,3,1,0,priority,3
3233,usual,0,incomplete,3,1,0,not_recom,0
3234,usual,0,incomplete,3,1,2,recommended,1
3235,usual,0,incomplete,3,1,2,priority,3
3236,usual,0,incomplete,3,1,2,not_recom,0
3237,usual,0,incomplete,3,1,1,recommended,3
3238,usual,0,incomplete,3,1,1,priority,3
3239,usual,0,incomplete,3,1,1,not_recom,0
3240,usual,0,foster,0,0,0,recommended,1
3241,usual,0,foster,0,0,0,priority,1
3242,usual,0,foster,0,0,0,not_recom,0
3243,usual,0,foster,0,0,2,recommended,1
3244,usual,0,foster,0,0,2,priority,1
3245,usual,0,foster,0,0,2,not_recom,0
3246,usual,0,foster,0,0,1,recommended,1
3247,usual,0,foster,0,0,1,priority,1
3248,usual,0,foster,0,0,1,not_recom,0
3249,usual,0,foster,0,0,0,recommended,1
3250,usual,0,foster,0,0,0,priority,3
3251,usual,0,foster,0,0,0,not_recom,0
3252,usual,0,foster,0,0,2,recommended,1
3253,usual,0,foster,0,0,2,priority,3
3254,usual,0,foster,0,0,2,not_recom,0
3255,usual,0,foster,0,0,1,recommended,3
3256,usual,0,foster,0,0,1,priority,3
3257,usual,0,foster,0,0,1,not_recom,0
3258,usual,0,foster,0,2,0,recommended,1
3259,usual,0,foster,0,2,0,priority,3
3260,usual,0,foster,0,2,0,not_recom,0
3261,usual,0,foster,0,2,2,recommended,1
3262,usual,0,foster,0,2,2,priority,3
3263,usual,0,foster,0,2,2,not_recom,0
3264,usual,0,foster,0,2,1,recommended,3
3265,usual,0,foster,0,2,1,priority,3
3266,usual,0,foster,0,2,1,not_recom,0
3267,usual,0,foster,0,2,0,recommended,1
3268,usual,0,foster,0,2,0,priority,3
3269,usual,0,foster,0,2,0,not_recom,0
3270,usual,0,foster,0,2,2,recommended,1
3271,usual,0,foster,0,2,2,priority,3
3272,usual,0,foster,0,2,2,not_recom,0
3273,usual,0,foster,0,2,1,recommended,3
3274,usual,0,foster,0,2,1,priority,3
3275,usual,0,foster,0,2,1,not_recom,0
3276,usual,0,foster,0,1,0,recommended,1
3277,usual,0,foster,0,1,0,priority,3
3278,usual,0,foster,0,1,0,not_recom,0
3279,usual,0,foster,0,1,2,recommended,1
3280,usual,0,foster,0,1,2,priority,3
3281,usual,0,foster,0,1,2,not_recom,0
3282,usual,0,foster,0,1,1,recommended,3
3283,usual,0,foster,0,1,1,priority,3
3284,usual,0,foster,0,1,1,not_recom,0
3285,usual,0,foster,0,1,0,recommended,1
